cerclis_id,name,address,county,state,hrs_score,reason,proposed,listed,construction_completed,partially_deleted,deleted,report,latitude,longitude
CAD029295706,Lorentz Barrel & Drum Co.,,Santa Clara,California,,"In 1968, a San Jose industrial waste inspector found hazardous substances in Coyote Creek, which is less than half a mile to the north of the Site. Between 1980 and 1985, several State agencies issued numerous violations against the facility owner for the inappropriate handling and storing of hazardous substances, as well as for releases into the storm sewer. In 1985, the Department of Health Services (""DHS"") cited the Lorentz facility with 14 violations of the California Administrative Code and Federal Regulations concerning the inappropriate handling and storage of hazardous wastes. The Santa Clara County Attorney obtained a Temporary Restraining Order to close down operations at the Lorentz facility, and the Lorentz facility was permanently closed in July 1987. In 1984, EPA proposed the Site to be listed on the National Priorities List (NPL). In 1989, the Site was listed on the NPL.",10/15/1984,10/4/1989,9/29/1998,,,,,
CA2170090078,Moffett Naval Air Station,,Santa Clara,California,,"Impacts at the NAS Moffett Field site consist of soil and groundwater contamination from both petroleum products and volatile organic compounds (VOCs) such as trichloroethene (TCE) and tetrachloroethene or perchloroethene (PCE). There are also two landfills and one former landfill at the site. Sediments are contaminated in wetland areas of the base, primarily in outfall areas. The prime contaminants in the sediments are polychlorinated biphenyls (PCBs) and pesticides. The site is adjacent to other Superfund sites in the Middlefield-Ellis-Whisman (MEW) study area and Moffett Field's underlying groundwater is contaminated by activities from both operations.",4/10/1985,7/22/1987,,,,,,
CAD049236201,Monolithic Memories,,Santa Clara,California,,"In 1982, monitoring wells on the site were found to be contaminated with volatile organic compounds (VOCs). Contamination probably resulted from leaking pipes in solvent waste drains. The company has removed two subsurface waste solvent tanks and two subsurface acid neutralization systems. In 1986, under the direction of the State, the company began pumping and treating the groundwater to contain the contaminant plume. The property was purchased by Advanced Micro Devices (AMD) in 1987, and the company has assumed the ongoing activities. The contaminant plume has merged with the National Semiconductor plume (located immediately upgradient of Monolithic). This is one of 28 sites in the South Bay Area of San Francisco. Facilities at these sites have used a variety of toxic chemicals, primarily chlorinated organic solvents, which have contaminated a common groundwater basin.",10/15/1984,7/22/1987,8/22/1994,,,,,
CAD041472986,National Semiconductor Corp.,,Santa Clara,California,,"Underground storage tanks, sumps, and pipes are the suspected sources for contaminated groundwater and soil. Since 1982, National Semiconductor has closed its leaking tanks, instituted a groundwater pump and treat system, and removed contaminated soil from selected areas of the facility. The contaminants of concern are primarily chlorinated organic solvents, which, along with other nearby National Priority List (NPL) sites, have contaminated a common groundwater area.",10/15/1984,7/22/1987,10/16/1997,,,,,
CAD009205097,Raytheon Corp.,,Santa Clara,California,,"The Raytheon site is one of three Superfund or National Priorities List (NPL) sites that are being cleaned up simultaneously. The other two Superfund sites are the Fairchild Semiconductor Corp - Mountain View site and the Intel - Mountain View site. All three sites are located in the Middlefield-Ellis-Whisman (MEW) Study Area and are being addressed collectively as the MEW SIte. Site investigations at several of these facilities during 1981 and 1982 revealed extensive soil and groundwater contamination, primarily volatile organic compounds (VOCs). The primary causes of the contamination were leaking storage tanks and lines and poor facility management practices.",10/15/1984,6/10/1986,8/24/1999,,,,,
CAD980894885,South Bay Asbestos Area,,Santa Clara,California,,"Three landfills located within the site boundaries (the Santos Landfill, the Leslie Salt Landfill, and the Sainte Claire Corporation Landfill) received asbestos wastes from an asbestos-cement pipe manufacturing plant, located 4 miles south of the site, that operated from 1953 until 1982. Residents reportedly used waste asbestos pipe to drain excess water from their properties before curbs and gutters were installed. Several areas may have been filled with asbestos-containing soils transported in by residents to raise the elevation of their property and to improve flood protection. As a result of heavy rains in 1983, Coyote Creek flooded the site. The City of San Jose built a levee around the town to pump out the floodwater. The levee material was taken from the Raisch Quarry in southern San Jose and was later found to contain asbestos. Asbestos also was found in the Guadalupe River levee, the ring levee, and in surface soils around the town. Approximately 1,700 people live in Alviso. Most water is provided to South Bay residents through public supply systems that draw groundwater from the deep aquifer. The majority of private wells draw water from the less-protected shallow aquifer. The ring levee lies within the 100-year flood plain of the Guadalupe River and was built on portions of wetland areas adjacent to Alviso. The levee also abuts wetland areas next to a National Wildlife Refuge.",10/15/1984,6/10/1986,9/23/1998,,,,,
CAD009138488,"Spectra-Physics, Inc.",,Santa Clara,California,,"Beginning in 1981, Spectra-Physics, Inc. stored its hazardous wastes on bermed concrete pads. Only one storage area has a cement floor without a berm, and that area is used for storing solid wastes. A variety of cleaners, degreasers, and lubricants are used in the manufacturing process. Wastes from manufacturing processes include volatile organic compounds (VOCs), paints, oils, acids, and bases. In 1981, the State discovered areas where hazardous wastes were stored that had no dikes or leachate collection systems. Additionally, several on-site wastewater sumps are suspected of contributing VOCs to the soils and groundwater. Contaminated groundwater from the site has moved off site to the north and merged with the contaminated plume of another NPL site, the Teledyne Semiconductor, Inc. site, which borders the Spectra-Physics, Inc. site. The two firms are jointly cleaning up the sites.",6/24/1988,2/11/1991,9/16/1992,,,,,
CAD990832735,"Synertek, Inc. (Building 1)",,Santa Clara,California,,"From 1978 to 1986, electronics were manufactured in five buildings on the 3 1/2-acre Synertek, Inc. (Building 1) site. Building 1 is adjacent to three underground storage tanks used as a neutralization system which leaked volatile organic compounds (VOCs) into the soil. These tanks were removed in 1985. At that time, it was discovered that on- and off-site groundwater had become contaminated. Subsequently, Honeywell, the property owner, installed three on- and two off-site groundwater extraction wells, along with an air stripping tower to treat the extracted groundwater. The extraction and treatment system has been in operation since 1987. Approximately 300,000 people obtain drinking water from public wells within 3 miles of the site. The nearest downgradient municipal well is located 1 1/2 miles north of the plume.",6/24/1988,10/4/1989,3/25/1992,,,,,
CAD009159088,"TRW Microwave, Inc. (Building 825)",,Santa Clara,California,,"Groundwater beneath the TRW Site is contaminated with volatile organic compounds (VOCs). Acid rinse water generated by the assembly processes was neutralized on-site and discharged to the City of Sunnyvale sewer system. An underground ammonia gas acid neutralization system was installed when the facility first opened. Floor drains and acid sinks in the plating shop were connected to buried plumbing that carried acid waste to the neutralization system. This system was closed in 1986, and the underground piping was sealed. The system was replaced with three aboveground tanks. Spent solvents were stored in one of four on-site underground tanks. After 1982, solvents were stored in drums and transported off-site. The closest residence is located approximately 1,200 feet north of the site. Municipal wells for the cities of Santa Clara and Mountain View tap a deep aquifer as a drinking water source that has not been affected by the contamination.",6/24/1988,2/21/1990,9/17/1993,,,,,
CAD009111444,Teledyne Semiconductor,,Santa Clara,California,,"In 1982, Teledyne reported to the California Regional Water Quality Control Board (CRWQCB) that soil and groundwater were contaminated with solvents from an underground solvent storage tank. The State inspected the site and found that contaminants had migrated north of the site and affected approximately 50 private domestic wells. Furthermore, contaminated groundwater that migrated north from another NPL site, Spectra-Physics, Inc., merged with the contaminated plume of the Teledyne site. The two firms are cleaning up the sites jointly. These sites are among the 28 sites in the South Bay Area of San Francisco. Facilities at these sites have used a variety of toxic chemicals, primarily chlorinated organic solvents, which have contaminated a common groundwater basin. Although the sites are listed separately on the NPL, the EPA intends to combine cleanup activities at some of the sites as part of an area-wide approach to the contamination. The site is located in a densely populated, urban area. Approximately 189,000 people live within a 3-mile radius of the site. The distance from the site to the nearest residence is 200 feet.",10/15/1984,7/22/1987,3/31/1992,,,,,
CAD001864081,Westinghouse Electric Corp. (Sunnyvale Plant),,Santa Clara,California,,"The 75-acre Westinghouse Electric Corporation (Sunnyvale Plant) site was formerly used to manufacture electrical transformers. It is currently used to manufacture steam generators, marine propulsion systems, and missile launching systems for the Department of Defense. Groundwater contamination is believed to have resulted from a leaking polychlorinated biphenyls (PCBs) storage tank and from localized spills. Most of the contaminated areas on site have been removed and/or have been paved over. Access to the site is restricted. Approximately 710,000 people live within three miles of the site. The nearest residence is located adjacent to the site. Approximately 300,000 people depend on groundwater within three miles of the site for their drinking water supply. There are no private wells within the vicinity of the site; however, area municipal wells are located within 1/4 mile of the site.",10/15/1984,6/10/1986,9/27/2000,,,,,
CAD980893234,Watkins-Johnson Co. (Stewart Division Plant),,Santa Cruz,California,,,1/22/1987,8/30/1990,9/22/1994,,,,,
CAD980498612,Iron Mountain Mine,,Shasta,California,,"Surface water is contaminated with sulfuric acid, copper, zinc, and cadmium 
from the mine.",12/30/1982,9/8/1983,,,,,,
CAN000906063,Blue Ledge Mine,,Siskiyou,California,,,3/10/2011,–,–,–,–,,,
CAD000625731,J.H. Baxter & Co.,,Siskiyou,California,,,10/15/1984,10/4/1989,9/14/2001,,,,,
CA2890190000,Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE),,Solano,California,,"Groundwater and soil contaminated with solvents, chemical wastes, and 
radioactive wastes.[10]",1/18/1994,5/31/1994,,,,,,
CA5570024575,Travis Air Force Base,,Solano,California,,,7/14/1989,11/21/1989,,,,,,
CAD000074120,MGM Brakes,,Sonoma,California,,,12/30/1982,9/8/1983,9/9/1994,,,,,
CAD981171523,"Sola Optical USA, Inc.",,Sonoma,California,,,6/24/1988,2/21/1990,8/14/1992,,,,,
CAD981997752,Modesto Ground Water Contamination,,Stanislaus,California,,,6/24/1988,3/31/1989,,,,,,
CA7210020759,Riverbank Army Ammunition Plant,,Stanislaus,California,,,6/24/1988,2/21/1990,9/30/1997,,,,,
CAD063020143,"Valley Wood Preserving, Inc.",,Stanislaus,California,,,6/24/1988,3/31/1989,8/21/2008,,,,,
CAD048645444,Beckman Instruments (Porterville Plant),,Tulare,California,,,10/15/1984,6/10/1986,9/21/1993,,,,,
CAD980816466,Southern California Edison Co. (Visalia Poleyard),,Tulare,California,,,1/22/1987,3/31/1989,9/25/2001,,9/25/2009,,,
CAD009688052,Halaco Engineering Co.,,Ventura,California,,"Contamination found on site includes a combination of several metals and 
radionuclides significantly above background. These contaminants include 
aluminum, arsenic, barium, beryllium, cadmium, chromium, copper, lead, 
magnesium, manganese, nickel, silver, zinc, cesium-137, potassium-40, 
thorium-228, thorium-230, and thorium-232.[11][12]",3/7/2007,9/19/2007,,,,,,
CAD980636781,Pacific Coast Pipe Lines (Texaco),,Ventura,California,,"Liquid and semisolid refinery wastes were dumped in unlined pits and sumps. 
Soil contains benzene, 1,3-dichlorobenzene, and lead.[13][14]",6/24/1988,10/4/1989,9/27/1996,,,,,
CAD071530380,Frontier Fertilizer,,Yolo,California,,[103],1/18/1994,5/31/1994,,,,,,
CO7570090038,Air Force Plant PJKS,,Jefferson,Colorado,,"Groundwater, surface water, soil and buildings contaminated by TCE, PCBs 
and NDMA.",7/14/1989,11/21/1989,–,–,–,,,
COD007063530,"ASARCO, Inc. (Globe Plant)",,Adams,Colorado,,"Groundwater, surface water, sediment and soil contamination by cadmium, lead, 
arsenic and zinc from metals smelting and refining.",5/10/1993,–,–,–,–,,,
COD000110254,Broderick Wood Products,,Adams,Colorado,,"Soil, surface water and groundwater contamination by PAHs, PCP byproducts, 
dioxins and furans; sludge, liquid waste from a former wood treatment plant.
[10]",9/8/1983,9/21/1984,9/30/1996,–,–,,,
COD980717938,California Gulch,,Lake,Colorado,,"Soil, sediment, surface water and groundwater contamination by lead, arsenic 
other metals and acidic mine drainage, and liquid and solid waste and 
sludge from mining, milling and smelting.[11] (*see* Leadville mining 
district)",7/14/1989,11/21/1989,–,04/16/2001 07/23/2001 04/22/2002 01/12/2010,,,,
COD981551427,Captain Jack Mill,,Boulder,Colorado,,"Solid waste, soil and surface water contamination by zinc, cadmium, copper 
and lead from mining and smelting.[12]",4/30/2003,9/29/2003,–,–,–,,,
COD980717557,Central City/Clear Creek,,Clear Creek,Colorado,,"Soil, groundwater and surface water contamination, leaching and liquid 
waste contaminated with heavy metals such as zinc, copper, manganese, 
cadmium, lead and arsenic, from mining and milling operations within the 
watershed.[13] (*see* Argo Tunnel)",12/30/1982,9/8/1983,–,–,–,,,
COD007431620,Chemical Sales Company,,Denver,Colorado,,"Liquid and solid waste, groundwater, air and soil contamination by various 
compounds.[14]",6/24/1988,8/30/1990,3/27/2000,–,–,,,
COD980716955,Denver Radium Site,,Denver,Colorado,,"Air, soil and groundwater contamination by radium, thorium, uranium, arsenic, 
lead and radon gas from radium ore processing.[15]",12/30/1982,9/8/1983,9/27/2006,–,–,,,
COD081961518,Eagle Mine,,Eagle,Colorado,,"Groundwater, surface water, solid waste, soil, liquid waste, debris and 
sediment contaminated by arsenic, cadmium, copper, lead and zinc.[16]",10/15/1984,6/10/1986,9/17/2001,–,–,,,
